Created,Caller,Postcode,Type of Noise Causing a Nuisance,Sr_Num,Enq_Type
07/08/2020,LS12,LS12 5,MUSIC,Out ofHours,Out ofHours
07/08/2020,LS12,LS12 1,MUSIC,Out ofHours,Out ofHours
07/08/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
07/08/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
07/08/2020,LS27,LS27 0,SHOUTING,Out ofHours,Out ofHours
07/08/2020,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
07/08/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
07/08/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
07/08/2020,LS15,LS15 7,PARTY,Out ofHours,Out ofHours
07/08/2020,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
07/08/2020,LS6,LS6 2,SHOUTING,Out ofHours,Out ofHours
07/08/2020,LS17,LS17 5,MUSIC,Out ofHours,Out ofHours
07/08/2020,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
07/08/2020,LS16,LS16 7,MUSIC,Out ofHours,Out ofHours
07/08/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
07/08/2020,WF3,WF3 2,MUSIC,Out ofHours,Out ofHours
07/08/2020,LS16,LS16 6,MUSIC,Out ofHours,Out ofHours
07/08/2020,LS7,LS7 3,MUSIC,Out ofHours,Out ofHours
07/08/2020,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
07/08/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
07/08/2020,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
07/08/2020,LS10,LS10 4,PARTY,Out ofHours,Out ofHours
07/08/2020,LS9,LS9 7,MUSIC,Out ofHours,Out ofHours
07/08/2020,LS11,LS11 6,SHOUTING,Out ofHours,Out ofHours
08/08/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS6,LS6 3,PARTY,Out ofHours,Out ofHours
08/08/2020,LS7,LS7 2,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
08/08/2020,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS10,LS10 4,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS6,LS6 2,PARTY,Out ofHours,Out ofHours
08/08/2020,LS16,LS16 5,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS9,LS9 6,SHOUTING,Out ofHours,Out ofHours
08/08/2020,LS12,LS12 1,SHOUTING,Out ofHours,Out ofHours
08/08/2020,LS12,LS12 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
08/08/2020,LS11,LS11 6,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS14,LS14 1,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
08/08/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS12,LS12 5,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS12,LS12 5,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS12,LS12 5,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS6,LS6 2,PARTY,Out ofHours,Out ofHours
08/08/2020,LS18,LS18 5,SHOUTING,Out ofHours,Out ofHours
08/08/2020,LS9,LS9 9,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS10,LS10 1,SHOUTING,Out ofHours,Out ofHours
08/08/2020,LS6,LS6 3,PARTY,Out ofHours,Out ofHours
08/08/2020,LS10,LS10 3,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS18,LS18 5,SHOUTING,Out ofHours,Out ofHours
08/08/2020,LS12,LS12 3,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS16,LS16 6,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS6,LS6 3,SHOUTING,Out ofHours,Out ofHours
08/08/2020,LS12,LS12 1,PARTY,Out ofHours,Out ofHours
08/08/2020,LS12,LS12 3,SHOUTING,Out ofHours,Out ofHours
08/08/2020,LS10,LS10 3,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS13,LS13 3,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS12,LS12 1,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS16,LS16 5,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS12,LS12 2,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS6,LS6 2,SHOUTING,Out ofHours,Out ofHours
08/08/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
08/08/2020,LS6,LS6 3,SHOUTING,Out ofHours,Out ofHours
08/08/2020,LS4,LS4 2,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS18,LS18 4,SHOUTING,Out ofHours,Out ofHours
08/08/2020,LS10,LS10 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
08/08/2020,LS4,LS4 2,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS7,LS7 4,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS5,LS5 3,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS19,LS19 7,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS16,LS16 5,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS16,LS16 7,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS6,LS6 3,SHOUTING,Out ofHours,Out ofHours
08/08/2020,LS10,LS10 3,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS4,LS4 2,SHOUTING,Out ofHours,Out ofHours
08/08/2020,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS27,LS27 0,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS23,LS23 6,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS28,LS28 5,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS16,LS16 5,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS14,LS14 5,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS11,LS11 6,SHOUTING,Out ofHours,Out ofHours
08/08/2020,LS16,LS16 5,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS14,LS14 5,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS27,LS27 0,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS6,LS6 3,PARTY,Out ofHours,Out ofHours
08/08/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS9,LS9 6,TV,Out ofHours,Out ofHours
08/08/2020,LS4,LS4 2,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS10,LS10 3,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS27,LS27 8,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS6,LS6 3,PARTY,Out ofHours,Out ofHours
08/08/2020,LS7,LS7 4,SHOUTING,Out ofHours,Out ofHours
08/08/2020,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS10,LS10 4,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS15,LS15 8,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS13,LS13 2,PARTY,Out ofHours,Out ofHours
08/08/2020,LS8,LS8 3,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS13,LS13 2,PARTY,Out ofHours,Out ofHours
08/08/2020,LS9,LS9 7,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS26,LS26 8,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS11,LS11 8,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS26,LS26 0,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS4,LS4 2,PARTY,Out ofHours,Out ofHours
08/08/2020,LS12,LS12 4,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS27,LS27 8,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS25,LS25 1,PARTY,Out ofHours,Out ofHours
08/08/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS14,LS14 5,PARTY,Out ofHours,Out ofHours
08/08/2020,LS13,LS13 3,SHOUTING,Out ofHours,Out ofHours
08/08/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS14,LS14 6,PARTY,Out ofHours,Out ofHours
08/08/2020,LS9,LS9 6,PARTY,Out ofHours,Out ofHours
08/08/2020,LS27,LS27 7,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS10,LS10 3,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS6,LS6 3,PARTY,Out ofHours,Out ofHours
08/08/2020,LS27,LS27 9,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS16,LS16 5,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS26,LS26 8,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS12,LS12 5,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS4,LS4 2,MUSIC,Out ofHours,Out ofHours
08/08/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
08/08/2020,LS9,LS9 6,PARTY,Out ofHours,Out ofHours
08/08/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS4,LS4 2,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS10,LS10 3,OTHER,Out ofHours,Out ofHours
09/08/2020,LS13,LS13 4,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
09/08/2020,LS9,LS9 9,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS11,LS11 6,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS5,LS5 3,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS27,LS27 9,OTHER,Out ofHours,Out ofHours
09/08/2020,LS13,LS13 4,PARTY,Out ofHours,Out ofHours
09/08/2020,LS17,LS17 6,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS7,LS7 1,SHOUTING,Out ofHours,Out ofHours
09/08/2020,LS16,LS16 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
09/08/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS11,LS11 7,PARTY,Out ofHours,Out ofHours
09/08/2020,LS19,LS19 7,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS11,LS11 9,SHOUTING,Out ofHours,Out ofHours
09/08/2020,LS16,LS16 5,PARTY,Out ofHours,Out ofHours
09/08/2020,LS11,LS11 7,PARTY,Out ofHours,Out ofHours
09/08/2020,LS3,LS3 1,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS4,LS4 2,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS6,LS6 3,PARTY,Out ofHours,Out ofHours
09/08/2020,LS15,LS15 7,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS7,LS7 2,PARTY,Out ofHours,Out ofHours
09/08/2020,LS9,LS9 0,SHOUTING,Out ofHours,Out ofHours
09/08/2020,LS6,LS6 3,PARTY,Out ofHours,Out ofHours
09/08/2020,LS9,LS9 9,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
09/08/2020,LS11,LS11 6,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
09/08/2020,LS9,LS9 7,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS6,LS6 2,SHOUTING,Out ofHours,Out ofHours
09/08/2020,LS4,LS4 2,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS4,LS4 2,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS10,LS10 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
09/08/2020,LS6,LS6 3,PARTY,Out ofHours,Out ofHours
09/08/2020,LS12,LS12 4,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS27,LS27 0,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS1,LS1 4,PARTY,Out ofHours,Out ofHours
09/08/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
09/08/2020,LS17,LS17 5,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS17,LS17 1,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS12,LS12 2,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS9,LS9 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
09/08/2020,LS5,LS5 3,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS9,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
09/08/2020,LS19,LS19 7,SHOUTING,Out ofHours,Out ofHours
09/08/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
09/08/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS9,LS9 6,PARTY,Out ofHours,Out ofHours
09/08/2020,LS8,LS8 2,PARTY,Out ofHours,Out ofHours
09/08/2020,LS12,LS12 5,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS4,LS4 2,PARTY,Out ofHours,Out ofHours
09/08/2020,LS9,LS9 0,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS7,LS7 2,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS6,LS6 4,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS12,LS12 5,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS9,LS9 6,SHOUTING,Out ofHours,Out ofHours
09/08/2020,LS8,LS8 4,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS10,LS10 4,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS4,LS4 2,PARTY,Out ofHours,Out ofHours
09/08/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS12,LS12 5,MUSIC,Out ofHours,Out ofHours
09/08/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
10/08/2020,LS11,LS11 6,MUSIC,Out ofHours,Out ofHours
10/08/2020,LS6,LS6 3,SHOUTING,Out ofHours,Out ofHours
10/08/2020,LS11,LS11 6,MUSIC,Out ofHours,Out ofHours
10/08/2020,LS12,LS12 1,PARTY,Out ofHours,Out ofHours
10/08/2020,LS6,LS6 1,DOG BARKING,Out ofHours,Out ofHours
10/08/2020,LS11,LS11 0,PARTY,Out ofHours,Out ofHours
10/08/2020,LS28,LS28 7,MUSIC,Out ofHours,Out ofHours
10/08/2020,LS4,LS4 2,SHOUTING,Out ofHours,Out ofHours
10/08/2020,LS6,LS6 3,SHOUTING,Out ofHours,Out ofHours
10/08/2020,LS6,LS6 3,SHOUTING,Out ofHours,Out ofHours
10/08/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
10/08/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
10/08/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
10/08/2020,LS6,LS6 2,SHOUTING,Out ofHours,Out ofHours
10/08/2020,LS3,LS3 1,MUSIC,Out ofHours,Out ofHours
10/08/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
10/08/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
10/08/2020,LS23,LS23 6,DOG BARKING,Out ofHours,Out ofHours
10/08/2020,LS16,LS16 7,MUSIC,Out ofHours,Out ofHours
10/08/2020,LS7,LS7 4,MUSIC,Out ofHours,Out ofHours
10/08/2020,LS17,LS17 6,MUSIC,Out ofHours,Out ofHours
10/08/2020,LS17,LS17 6,SHOUTING,Out ofHours,Out ofHours
10/08/2020,LS9,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
10/08/2020,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
10/08/2020,LS3,LS3 1,MUSIC,Out ofHours,Out ofHours
10/08/2020,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
10/08/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
10/08/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
10/08/2020,LS8,LS8 5,PARTY,Out ofHours,Out ofHours
10/08/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
10/08/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
10/08/2020,LS25,LS25 2,DOG BARKING,Out ofHours,Out ofHours
10/08/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
10/08/2020,LS10,LS10 3,PARTY,Out ofHours,Out ofHours
10/08/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
10/08/2020,LS6,LS6 3,PARTY,Out ofHours,Out ofHours
10/08/2020,LS6,LS6 3,PARTY,Out ofHours,Out ofHours
10/08/2020,LS2,LS2 7,PARTY,Out ofHours,Out ofHours
10/08/2020,LS6,LS6 3,PARTY,Out ofHours,Out ofHours
10/08/2020,LS6,LS6 3,PARTY,Out ofHours,Out ofHours
10/08/2020,LS6,LS6 3,PARTY,Out ofHours,Out ofHours
10/08/2020,LS6,LS6 3,PARTY,Out ofHours,Out ofHours
10/08/2020,LS16,LS16 6,DOG BARKING,Out ofHours,Out ofHours
10/08/2020,LS8,LS8 1,SHOUTING,Out ofHours,Out ofHours
10/08/2020,LS16,LS16 7,MUSIC,Out ofHours,Out ofHours
10/08/2020,LS10,LS10 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
11/08/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
11/08/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
11/08/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
11/08/2020,LS17,LS17 5,TV,Out ofHours,Out ofHours
11/08/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
11/08/2020,LS4,LS4 2,SHOUTING,Out ofHours,Out ofHours
11/08/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
11/08/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
11/08/2020,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
11/08/2020,LS1,LS1 4,MUSIC,Out ofHours,Out ofHours
11/08/2020,LS14,LS14 5,SHOUTING,Out ofHours,Out ofHours
11/08/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
11/08/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
11/08/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
11/08/2020,LS2,LS2 7,MUSIC,Out ofHours,Out ofHours
11/08/2020,LS3,LS3 1,SHOUTING,Out ofHours,Out ofHours
11/08/2020,LS10,LS10 3,SHOUTING,Out ofHours,Out ofHours
11/08/2020,LS13,LS13 1,MUSIC,Out ofHours,Out ofHours
11/08/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
11/08/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
11/08/2020,LS9,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
11/08/2020,LS7,LS7 4,PARTY,Out ofHours,Out ofHours
11/08/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
11/08/2020,LS9,LS9 6,PARTY,Out ofHours,Out ofHours
11/08/2020,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
11/08/2020,LS7,LS7 4,OTHER,Out ofHours,Out ofHours
11/08/2020,LS5,LS5 3,BUILDING SITE,Out ofHours,Out ofHours
11/08/2020,LS11,LS11 7,MUSIC,Out ofHours,Out ofHours
11/08/2020,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
11/08/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
11/08/2020,LS9,LS9 0,MUSIC,Out ofHours,Out ofHours
11/08/2020,LS11,LS11 8,MUSIC,Out ofHours,Out ofHours
11/08/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
11/08/2020,LS3,LS3 1,PARTY,Out ofHours,Out ofHours
11/08/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
11/08/2020,LS7,LS7 4,MUSIC,Out ofHours,Out ofHours
11/08/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
11/08/2020,LS9,LS9 6,SHOUTING,Out ofHours,Out ofHours
11/08/2020,LS27,LS27 7,MUSIC,Out ofHours,Out ofHours
11/08/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
11/08/2020,LS6,LS6 3,PARTY,Out ofHours,Out ofHours
11/08/2020,LS13,LS13 2,MUSIC,Out ofHours,Out ofHours
11/08/2020,LS19,LS19 7,SHOUTING,Out ofHours,Out ofHours
11/08/2020,LS16,LS16 7,MUSIC,Out ofHours,Out ofHours
12/08/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
12/08/2020,LS9,LS9 9,SHOUTING,Out ofHours,Out ofHours
12/08/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
12/08/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
12/08/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
12/08/2020,LS9,LS9 6,SHOUTING,Out ofHours,Out ofHours
12/08/2020,LS8,LS8 1,MUSIC,Out ofHours,Out ofHours
12/08/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
12/08/2020,LS3,LS3 1,MUSIC,Out ofHours,Out ofHours
12/08/2020,LS11,LS11 8,MUSIC,Out ofHours,Out ofHours
12/08/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
12/08/2020,LS17,LS17 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
12/08/2020,LS12,LS12 3,OTHER,Out ofHours,Out ofHours
12/08/2020,LS4,LS4 2,MUSIC,Out ofHours,Out ofHours
12/08/2020,LS12,LS12 3,OTHER,Out ofHours,Out ofHours
12/08/2020,LS10,LS10 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
12/08/2020,LS13,LS13 1,MUSIC,Out ofHours,Out ofHours
12/08/2020,LS8,LS8 3,MUSIC,Out ofHours,Out ofHours
12/08/2020,LS27,LS27 0,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
12/08/2020,LS28,LS28 5,MUSIC,Out ofHours,Out ofHours
12/08/2020,LS12,LS12 3,MUSIC,Out ofHours,Out ofHours
12/08/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
12/08/2020,LS16,LS16 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
12/08/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
12/08/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
12/08/2020,LS15,LS15 8,MUSIC,Out ofHours,Out ofHours
12/08/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
12/08/2020,LS25,LS25 7,PARTY,Out ofHours,Out ofHours
12/08/2020,LS9,LS9 0,MUSIC,Out ofHours,Out ofHours
12/08/2020,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
12/08/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
12/08/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
12/08/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
12/08/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
12/08/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
12/08/2020,LS7,LS7 3,PARTY,Out ofHours,Out ofHours
12/08/2020,LS27,LS27 7,MUSIC,Out ofHours,Out ofHours
12/08/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
12/08/2020,LS6,LS6 3,PARTY,Out ofHours,Out ofHours
12/08/2020,LS8,LS8 2,DOG BARKING,Out ofHours,Out ofHours
12/08/2020,LS12,LS12 2,MUSIC,Out ofHours,Out ofHours
12/08/2020,LS10,LS10 3,PARTY,Out ofHours,Out ofHours
12/08/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
12/08/2020,LS15,LS15 8,MUSIC,Out ofHours,Out ofHours
12/08/2020,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
12/08/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
12/08/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
12/08/2020,LS6,LS6 3,PARTY,Out ofHours,Out ofHours
12/08/2020,LS17,LS17 6,SHOUTING,Out ofHours,Out ofHours
12/08/2020,LS6,LS6 3,SHOUTING,Out ofHours,Out ofHours
12/08/2020,LS13,LS13 2,MUSIC,Out ofHours,Out ofHours
12/08/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
13/08/2020,LS6,LS6 3,SHOUTING,Out ofHours,Out ofHours
13/08/2020,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
13/08/2020,LS25,LS25 1,SHOUTING,Out ofHours,Out ofHours
13/08/2020,LS9,LS9 6,SHOUTING,Out ofHours,Out ofHours
13/08/2020,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
13/08/2020,LS6,LS6 3,SHOUTING,Out ofHours,Out ofHours
13/08/2020,LS8,LS8 6,MUSIC,Out ofHours,Out ofHours
13/08/2020,LS27,LS27 8,PARTY,Out ofHours,Out ofHours
13/08/2020,LS27,LS27 9,OTHER,Out ofHours,Out ofHours
13/08/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
13/08/2020,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
13/08/2020,LS6,LS6 3,SHOUTING,Out ofHours,Out ofHours
13/08/2020,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
13/08/2020,LS11,LS11 7,SHOUTING,Out ofHours,Out ofHours
13/08/2020,LS11,LS11 8,MUSIC,Out ofHours,Out ofHours
13/08/2020,LS4,LS4 2,MUSIC,Out ofHours,Out ofHours
13/08/2020,LS11,LS11 5,SHOUTING,Out ofHours,Out ofHours
13/08/2020,LS28,LS28 8,SHOUTING,Out ofHours,Out ofHours
