Created,Caller ,Noise Postcode,Type of Noise Causing a Nuisance,Sr_Num,Enq Type
25/10/2021,LS16,LS16 7,SHOUTING,Out ofHours,Out ofHours
25/10/2021,LS2,LS2 8,MUSIC,Out ofHours,Out ofHours
25/10/2021,LS9,LS9 6,ALARM,Out ofHours,Out ofHours
25/10/2021,LS7,LS7 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
25/10/2021,LS9,LS9 9,PARTY,Out ofHours,Out ofHours
25/10/2021,LS9,LS9 9,DOG BARKING,Out ofHours,Out ofHours
25/10/2021,LS9,LS9 6,ALARM,Out ofHours,Out ofHours
25/10/2021,LS9,LS9 9,SHOUTING,Out ofHours,Out ofHours
25/10/2021,LS9,LS9 9,PARTY,Out ofHours,Out ofHours
25/10/2021,LS27,LS27 7,TV,Out ofHours,Out ofHours
25/10/2021,LS14,LS14 1,MUSIC,Out ofHours,Out ofHours
25/10/2021,LS9,LS9 6,ALARM,Out ofHours,Out ofHours
25/10/2021,LS12,LS12 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
25/10/2021,LS14,LS14 5,MUSIC,Out ofHours,Out ofHours
25/10/2021,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
26/10/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
26/10/2021,LS11,LS11 7,TV,Out ofHours,Out ofHours
26/10/2021,LS3,LS3 1,DIY,Out ofHours,Out ofHours
26/10/2021,LS14,LS14 1,MUSIC,Out ofHours,Out ofHours
26/10/2021,LS13,LS13 4,SHOUTING,Out ofHours,Out ofHours
26/10/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
26/10/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
26/10/2021,LS11,LS11 0,MUSIC,Out ofHours,Out ofHours
26/10/2021,LS17,LS17 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
26/10/2021,LS14,LS14 5,MUSIC,Out ofHours,Out ofHours
26/10/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
26/10/2021,LS11,LS11 6,SHOUTING,Out ofHours,Out ofHours
26/10/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
26/10/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
26/10/2021,LS18,LS18 4,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
26/10/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
26/10/2021,LS12,LS12 2,SHOUTING,Out ofHours,Out ofHours
27/10/2021,LS17,LS17 7,MUSIC,Out ofHours,Out ofHours
27/10/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
27/10/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
27/10/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
27/10/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
27/10/2021,LS6,LS6 3,OTHER,Out ofHours,Out ofHours
27/10/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
27/10/2021,LS12,LS12 3,MUSIC,Out ofHours,Out ofHours
27/10/2021,LS27,LS27 7,TV,Out ofHours,Out ofHours
27/10/2021,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
27/10/2021,LS15,LS15 9,MUSIC,Out ofHours,Out ofHours
27/10/2021,LS9,LS9 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
27/10/2021,LS13,LS13 2,TV,Out ofHours,Out ofHours
27/10/2021,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
27/10/2021,WF3,WF3 1,MUSIC,Out ofHours,Out ofHours
27/10/2021,LS16,LS16 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
27/10/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
27/10/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
27/10/2021,LS6,LS6 5,MUSIC,Out ofHours,Out ofHours
27/10/2021,LS12,LS12 2,SHOUTING,Out ofHours,Out ofHours
27/10/2021,LS27,LS27 9,MUSIC,Out ofHours,Out ofHours
27/10/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
27/10/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
28/10/2021,LS13,LS13 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
28/10/2021,LS3,LS3 1,PARTY,Out ofHours,Out ofHours
28/10/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
28/10/2021,LS3,LS3 1,PARTY,Out ofHours,Out ofHours
28/10/2021,LS4,LS4 2,MUSIC,Out ofHours,Out ofHours
28/10/2021,LS11,LS11 8,DOG BARKING,Out ofHours,Out ofHours
28/10/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
28/10/2021,LS14,LS14 5,SHOUTING,Out ofHours,Out ofHours
28/10/2021,LS27,LS27 9,MUSIC,Out ofHours,Out ofHours
28/10/2021,LS11,LS11 9,TV,Out ofHours,Out ofHours
28/10/2021,LS14,LS14 5,MUSIC,Out ofHours,Out ofHours
28/10/2021,LS11,LS11 7,BUILDING SITE,Out ofHours,Out ofHours
28/10/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
28/10/2021,LS13,LS13 4,DOG BARKING,Out ofHours,Out ofHours
28/10/2021,LS11,LS11 0,MUSIC,Out ofHours,Out ofHours
28/10/2021,LS9,LS9 6,SHOUTING,Out ofHours,Out ofHours
28/10/2021,LS11,LS11 6,MUSIC,Out ofHours,Out ofHours
28/10/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
28/10/2021,LS13,LS13 2,PARTY,Out ofHours,Out ofHours
28/10/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
29/10/2021,LS13,LS13 2,PARTY,Out ofHours,Out ofHours
29/10/2021,LS13,LS13 2,SHOUTING,Out ofHours,Out ofHours
29/10/2021,LS13,LS13 2,PARTY,Out ofHours,Out ofHours
29/10/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
29/10/2021,LS11,LS11 6,MUSIC,Out ofHours,Out ofHours
29/10/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
29/10/2021,LS17,LS17 5,PARTY,Out ofHours,Out ofHours
29/10/2021,LS2,LS2 7,MUSIC,Out ofHours,Out ofHours
29/10/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
29/10/2021,LS11,LS11 0,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
29/10/2021,LS27,LS27 7,MUSIC,Out ofHours,Out ofHours
29/10/2021,LS12,LS12 5,MUSIC,Out ofHours,Out ofHours
29/10/2021,LS28,LS28 8,DOG BARKING,Out ofHours,Out ofHours
29/10/2021,LS11,LS11 6,MUSIC,Out ofHours,Out ofHours
29/10/2021,LS17,LS17 6,MUSIC,Out ofHours,Out ofHours
29/10/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
29/10/2021,LS9,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
29/10/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
29/10/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
29/10/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
29/10/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
29/10/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
29/10/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
29/10/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
29/10/2021,LS12,LS12 2,SHOUTING,Out ofHours,Out ofHours
29/10/2021,LS14,LS14 6,PARTY,Out ofHours,Out ofHours
29/10/2021,LS27,LS27 7,TV,Out ofHours,Out ofHours
29/10/2021,LS10,LS10 4,MUSIC,Out ofHours,Out ofHours
30/10/2021,LS9,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
30/10/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
30/10/2021,LS11,LS11 7,MUSIC,Out ofHours,Out ofHours
30/10/2021,LS15,LS15 8,MUSIC,Out ofHours,Out ofHours
30/10/2021,LS15,LS15 8,MUSIC,Out ofHours,Out ofHours
30/10/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
30/10/2021,LS4,LS4 2,PARTY,Out ofHours,Out ofHours
30/10/2021,LS26,LS26 8,MUSIC,Out ofHours,Out ofHours
30/10/2021,LS9,LS9 7,MUSIC,Out ofHours,Out ofHours
30/10/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
30/10/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
30/10/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
30/10/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
30/10/2021,LS12,LS12 5,OTHER,Out ofHours,Out ofHours
30/10/2021,LS14,LS14 1,MUSIC,Out ofHours,Out ofHours
30/10/2021,LS13,LS13 4,MUSIC,Out ofHours,Out ofHours
30/10/2021,LS13,LS13 2,MUSIC,Out ofHours,Out ofHours
30/10/2021,LS16,LS16 5,OTHER,Out ofHours,Out ofHours
30/10/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
30/10/2021,LS1,LS1 6,ALARM,Out ofHours,Out ofHours
30/10/2021,LS13,LS13 2,MUSIC,Out ofHours,Out ofHours
30/10/2021,LS11,LS11 8,DIY,Out ofHours,Out ofHours
30/10/2021,LS13,LS13 2,PARTY,Out ofHours,Out ofHours
30/10/2021,LS10,LS10 3,SHOUTING,Out ofHours,Out ofHours
30/10/2021,LS13,LS13 4,MUSIC,Out ofHours,Out ofHours
30/10/2021,LS10,LS10 3,SHOUTING,Out ofHours,Out ofHours
30/10/2021,LS28,LS28 6,PARTY,Out ofHours,Out ofHours
30/10/2021,LS12,LS12 5,MUSIC,Out ofHours,Out ofHours
30/10/2021,LS14,LS14 6,SHOUTING,Out ofHours,Out ofHours
30/10/2021,LS8,LS8 3,MUSIC,Out ofHours,Out ofHours
30/10/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
30/10/2021,LS21,LS21 1,DOG BARKING,Out ofHours,Out ofHours
30/10/2021,LS14,LS14 1,PARTY,Out ofHours,Out ofHours
30/10/2021,LS16,LS16 5,SHOUTING,Out ofHours,Out ofHours
30/10/2021,LS12,LS12 2,DOG BARKING,Out ofHours,Out ofHours
30/10/2021,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
30/10/2021,LS4,LS4 2,MUSIC,Out ofHours,Out ofHours
30/10/2021,LS11,LS11 7,MUSIC,Out ofHours,Out ofHours
30/10/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
30/10/2021,LS27,LS27 9,SHOUTING,Out ofHours,Out ofHours
30/10/2021,LS10,LS10 4,MUSIC,Out ofHours,Out ofHours
30/10/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
30/10/2021,LS11,LS11 9,MUSIC,Out ofHours,Out ofHours
30/10/2021,LS11,LS11 8,PARTY,Out ofHours,Out ofHours
30/10/2021,LS11,LS11 6,MUSIC,Out ofHours,Out ofHours
30/10/2021,LS13,LS13 2,MUSIC,Out ofHours,Out ofHours
30/10/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
30/10/2021,LS25,LS25 4,MUSIC,Out ofHours,Out ofHours
30/10/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
30/10/2021,LS15,LS15 7,PARTY,Out ofHours,Out ofHours
30/10/2021,LS8,LS8 2,MUSIC,Out ofHours,Out ofHours
30/10/2021,LS7,LS7 3,MUSIC,Out ofHours,Out ofHours
30/10/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
31/10/2021,LS28,LS28 5,MUSIC,Out ofHours,Out ofHours
31/10/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
31/10/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
31/10/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
31/10/2021,LS13,LS13 4,PARTY,Out ofHours,Out ofHours
31/10/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
31/10/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
31/10/2021,LS6,LS6 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
31/10/2021,WF10,WF10 2,PARTY,Out ofHours,Out ofHours
31/10/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
31/10/2021,LS6,LS6 2,PARTY,Out ofHours,Out ofHours
31/10/2021,LS2,LS2 9,PARTY,Out ofHours,Out ofHours
31/10/2021,LS5,LS5 3,MUSIC,Out ofHours,Out ofHours
31/10/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
31/10/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
31/10/2021,LS9,LS9 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
31/10/2021,LS12,LS12 3,MUSIC,Out ofHours,Out ofHours
31/10/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
31/10/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
31/10/2021,LS2,LS2 9,MUSIC,Out ofHours,Out ofHours
31/10/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
31/10/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
31/10/2021,LS4,LS4 2,PARTY,Out ofHours,Out ofHours
31/10/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
31/10/2021,LS11,LS11 5,MUSIC,Out ofHours,Out ofHours
31/10/2021,LS13,LS13 2,MUSIC,Out ofHours,Out ofHours
31/10/2021,LS9,LS9 7,MUSIC,Out ofHours,Out ofHours
31/10/2021,LS10,LS10 3,PARTY,Out ofHours,Out ofHours
31/10/2021,LS25,LS25 7,SHOUTING,Out ofHours,Out ofHours
31/10/2021,LS7,LS7 2,MUSIC,Out ofHours,Out ofHours
31/10/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
31/10/2021,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
31/10/2021,LS27,LS27 7,MUSIC,Out ofHours,Out ofHours
31/10/2021,LS11,LS11 6,PARTY,Out ofHours,Out ofHours
31/10/2021,LS10,LS10 4,OTHER,Out ofHours,Out ofHours
31/10/2021,LS12,LS12 5,MUSIC,Out ofHours,Out ofHours
31/10/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
31/10/2021,LS9,LS9 7,MUSIC,Out ofHours,Out ofHours
31/10/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
31/10/2021,LS14,LS14 5,MUSIC,Out ofHours,Out ofHours
31/10/2021,LS2,LS2 8,MUSIC,Out ofHours,Out ofHours
31/10/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
01/11/2021,LS27,LS27 7,TV,Out ofHours,Out ofHours
01/11/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
01/11/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
01/11/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
01/11/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
01/11/2021,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
01/11/2021,LS2,LS2 9,SHOUTING,Out ofHours,Out ofHours
01/11/2021,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
01/11/2021,LS28,LS28 9,MUSIC,Out ofHours,Out ofHours
01/11/2021,LS11,LS11 8,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
01/11/2021,LS12,LS12 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
01/11/2021,LS13,LS13 4,DIY,Out ofHours,Out ofHours
01/11/2021,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
01/11/2021,LS11,LS11 8,DOG BARKING,Out ofHours,Out ofHours
01/11/2021,LS14,LS14 5,TV,Out ofHours,Out ofHours
01/11/2021,LS17,LS17 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
01/11/2021,LS17,LS17 7,SHOUTING,Out ofHours,Out ofHours
01/11/2021,LS11,LS11 6,MUSIC,Out ofHours,Out ofHours
01/11/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
01/11/2021,LS14,LS14 4,DOG BARKING,Out ofHours,Out ofHours
01/11/2021,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
02/11/2021,LS9,LS9 9,DIY,Out ofHours,Out ofHours
02/11/2021,LS7,LS7 1,MUSIC,Out ofHours,Out ofHours
02/11/2021,LS12,LS12 3,MUSIC,Out ofHours,Out ofHours
02/11/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
02/11/2021,LS17,LS17 6,SHOUTING,Out ofHours,Out ofHours
02/11/2021,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
02/11/2021,LS10,LS10 4,TV,Out ofHours,Out ofHours
02/11/2021,LS11,LS11 0,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
02/11/2021,LS7,LS7 4,OTHER,Out ofHours,Out ofHours
02/11/2021,LS11,LS11 0,MUSIC,Out ofHours,Out ofHours
02/11/2021,LS2,LS2 7,BUILDING SITE,Out ofHours,Out ofHours
02/11/2021,LS9,LS9 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
02/11/2021,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
02/11/2021,LS19,LS19 7,MUSIC,Out ofHours,Out ofHours
02/11/2021,LS12,LS12 2,OTHER,Out ofHours,Out ofHours
02/11/2021,LS11,LS11 6,DOG BARKING,Out ofHours,Out ofHours
02/11/2021,LS12,LS12 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
03/11/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
03/11/2021,LS4,LS4 2,MUSIC,Out ofHours,Out ofHours
03/11/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
03/11/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
03/11/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
03/11/2021,LS6,LS6 2,PARTY,Out ofHours,Out ofHours
03/11/2021,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
03/11/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
03/11/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
03/11/2021,LS8,LS8 1,MUSIC,Out ofHours,Out ofHours
03/11/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
03/11/2021,LS6,LS6 2,NOISE ASSOCIATED WITH LICENSED PREMISES,Out ofHours,Out ofHours
03/11/2021,LS18,LS18 4,SHOUTING,Out ofHours,Out ofHours
03/11/2021,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
03/11/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
03/11/2021,LS6,LS6 2,NOISE ASSOCIATED WITH LICENSED PREMISES,Out ofHours,Out ofHours
03/11/2021,LS9,LS9 6,SHOUTING,Out ofHours,Out ofHours
03/11/2021,LS11,LS11 6,SHOUTING,Out ofHours,Out ofHours
03/11/2021,LS6,LS6 2,NOISE ASSOCIATED WITH LICENSED PREMISES,Out ofHours,Out ofHours
03/11/2021,LS6,LS6 2,NOISE ASSOCIATED WITH LICENSED PREMISES,Out ofHours,Out ofHours
03/11/2021,LS6,LS6 2,ALARM,Out ofHours,Out ofHours
03/11/2021,LS16,LS16 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
03/11/2021,LS11,LS11 0,SHOUTING,Out ofHours,Out ofHours
03/11/2021,LS12,LS12 5,MUSIC,Out ofHours,Out ofHours
03/11/2021,WF10,WF10 2,ALARM,Out ofHours,Out ofHours
04/11/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
04/11/2021,LS11,LS11 6,SHOUTING,Out ofHours,Out ofHours
04/11/2021,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
04/11/2021,LS14,LS14 6,MUSIC,Out ofHours,Out ofHours
04/11/2021,LS11,LS11 8,MUSIC,Out ofHours,Out ofHours
04/11/2021,LS8,LS8 3,MUSIC,Out ofHours,Out ofHours
04/11/2021,LS14,LS14 5,MUSIC,Out ofHours,Out ofHours
04/11/2021,LS8,LS8 3,MUSIC,Out ofHours,Out ofHours
04/11/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
04/11/2021,LS7,LS7 4,MUSIC,Out ofHours,Out ofHours
04/11/2021,LS14,LS14 5,MUSIC,Out ofHours,Out ofHours
04/11/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
04/11/2021,LS14,LS14 6,OTHER,Out ofHours,Out ofHours
04/11/2021,LS12,LS12 2,DOG BARKING,Out ofHours,Out ofHours
04/11/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
04/11/2021,LS11,LS11 7,MUSIC,Out ofHours,Out ofHours
04/11/2021,LS11,LS11 9,SHOUTING,Out ofHours,Out ofHours
04/11/2021,LS7,LS7 1,MUSIC,Out ofHours,Out ofHours
04/11/2021,LS7,LS7 1,MUSIC,Out ofHours,Out ofHours
04/11/2021,LS10,LS10 1,MUSIC,Out ofHours,Out ofHours
04/11/2021,LS14,LS14 6,SHOUTING,Out ofHours,Out ofHours
05/11/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
05/11/2021,LS16,LS16 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
05/11/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
05/11/2021,LS3,LS3 1,MUSIC,Out ofHours,Out ofHours
05/11/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
05/11/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
05/11/2021,LS9,LS9 0,MUSIC,Out ofHours,Out ofHours
05/11/2021,LS14,LS14 1,MUSIC,Out ofHours,Out ofHours
05/11/2021,LS17,LS17 8,SHOUTING,Out ofHours,Out ofHours
05/11/2021,LS14,LS14 1,MUSIC,Out ofHours,Out ofHours
05/11/2021,LS11,LS11 0,MUSIC,Out ofHours,Out ofHours
05/11/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
05/11/2021,LS12,LS12 2,OTHER,Out ofHours,Out ofHours
05/11/2021,LS6,LS6 1,OTHER,Out ofHours,Out ofHours
05/11/2021,LS6,LS6 1,OTHER,Out ofHours,Out ofHours
05/11/2021,LS15,LS15 0,MUSIC,Out ofHours,Out ofHours
05/11/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
05/11/2021,BD11,BD11 1,DOG BARKING,Out ofHours,Out ofHours
05/11/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
05/11/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
05/11/2021,LS28,LS28 5,MUSIC,Out ofHours,Out ofHours
05/11/2021,LS14,LS14 1,SHOUTING,Out ofHours,Out ofHours
05/11/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
05/11/2021,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
05/11/2021,LS2,LS2 9,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
05/11/2021,LS12,LS12 2,MUSIC,Out ofHours,Out ofHours
05/11/2021,LS17,LS17 6,MUSIC,Out ofHours,Out ofHours
05/11/2021,LS9,LS9 6,MUSIC,Out ofHours,Out ofHours
05/11/2021,LS9,LS9 7,MUSIC,Out ofHours,Out ofHours
05/11/2021,LS9,LS9 7,MUSIC,Out ofHours,Out ofHours
05/11/2021,LS12,LS12 1,PARTY,Out ofHours,Out ofHours
05/11/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
05/11/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
05/11/2021,LS12,LS12 1,MUSIC,Out ofHours,Out ofHours
05/11/2021,LS9,LS9 7,MUSIC,Out ofHours,Out ofHours
05/11/2021,LS9,LS9 7,MUSIC,Out ofHours,Out ofHours
06/11/2021,LS2,LS2 8,MUSIC,Out ofHours,Out ofHours
06/11/2021,LS16,LS16 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
06/11/2021,LS12,LS12 5,SHOUTING,Out ofHours,Out ofHours
06/11/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
06/11/2021,LS19,LS19 7,MUSIC,Out ofHours,Out ofHours
06/11/2021,LS27,LS27 7,TV,Out ofHours,Out ofHours
06/11/2021,LS6,LS6 1,SHOUTING,Out ofHours,Out ofHours
06/11/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
06/11/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
06/11/2021,LS6,LS6 1,OTHER,Out ofHours,Out ofHours
06/11/2021,LS5,LS5 3,MUSIC,Out ofHours,Out ofHours
06/11/2021,LS13,LS13 1,MUSIC,Out ofHours,Out ofHours
06/11/2021,LS6,LS6 1,MUSIC,Out ofHours,Out ofHours
06/11/2021,LS10,LS10 4,MUSIC,Out ofHours,Out ofHours
06/11/2021,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
06/11/2021,LS8,LS8 5,DIY,Out ofHours,Out ofHours
06/11/2021,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
06/11/2021,LS14,LS14 1,PARTY,Out ofHours,Out ofHours
07/11/2021,LS16,LS16 6,SHOUTING,Out ofHours,Out ofHours
07/11/2021,LS10,LS10 4,PARTY,Out ofHours,Out ofHours
07/11/2021,LS7,LS7 3,MUSIC,Out ofHours,Out ofHours
07/11/2021,LS16,LS16 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
07/11/2021,LS8,LS8 1,MUSIC,Out ofHours,Out ofHours
07/11/2021,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
07/11/2021,LS8,LS8 5,MUSIC,Out ofHours,Out ofHours
07/11/2021,LS7,LS7 4,MUSIC,Out ofHours,Out ofHours
07/11/2021,LS11,LS11 8,SHOUTING,Out ofHours,Out ofHours
07/11/2021,LS17,LS17 7,DOG BARKING,Out ofHours,Out ofHours
08/11/2021,LS27,LS27 7,TV,Out ofHours,Out ofHours
08/11/2021,LS8,LS8 3,MUSIC,Out ofHours,Out ofHours
08/11/2021,LS11,LS11 8,DOG BARKING,Out ofHours,Out ofHours
08/11/2021,LS9,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
08/11/2021,LS14,LS14 5,MUSIC,Out ofHours,Out ofHours
08/11/2021,LS13,LS13 4,DIY,Out ofHours,Out ofHours
08/11/2021,LS12,LS12 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
08/11/2021,LS12,LS12 3,MUSIC,Out ofHours,Out ofHours
08/11/2021,LS6,LS6 3,MUSIC,Out ofHours,Out ofHours
08/11/2021,LS14,LS14 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
08/11/2021,LS6,LS6 2,MUSIC,Out ofHours,Out ofHours
08/11/2021,LS9,LS9 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
08/11/2021,LS14,LS14 5,MUSIC,Out ofHours,Out ofHours
08/11/2021,LS11,LS11 6,SHOUTING,Out ofHours,Out ofHours
08/11/2021,LS19,LS19 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
08/11/2021,LS12,LS12 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
08/11/2021,LS14,LS14 5,MUSIC,Out ofHours,Out ofHours
